"MATCH_ID","SEASON_ID","SEASON_MATCH","PLAY_OFF_ID","DATE_ID","REFEREE_ID","TV_UMPIRE_ID","UMPIRE_ID1","UMPIRE_ID2","TEAM_A_ID","TEAM_B_ID","VENUE_ID","MATCH_TYPE_ID","TOTAL_OVERS","BALLS_PER_OVER","OVERS_PLAYED_BY_TEAM_A","BOWLS_PLAYED_BY_TEAM_A","EXTRA_BOWLS_PLAYED_BY_TEAM_A","EXTRA_RUNS_SCORED_BY_TEAM_A","FOURS_BY_TEAM_A","SIXES_BY_TEAM_A","TOTAL_SCORE_BY_TEAM_A","WICKET_LOST_BY_TEAM_A","OVERS_PLAYED_BY_TEAM_B","BOWLS_PLAYED_BY_TEAM_B","EXTRA_BOWLS_PLAYED_BY_TEAM_B","EXTRA_RUNS_SCORED_BY_TEAM_B","FOURS_BY_TEAM_B","SIXES_BY_TEAM_B","TOTAL_SCORE_BY_TEAM_B","WICKET_LOST_BY_TEAM_B","TOSS_WINNER_TEAM_ID","TOSS_DECISION","MATCH_RESULT","WINNER_TEAM_ID"
676,11,40,3,3673,1,36,57,20,14,7,31,1,20,6,19,122,3,3,13,4,158,8,19,122,7,7,13,2,143,7,14,"Bat","Result Declared",14
697,12,1,3,3992,1,59,37,32,17,1,19,1,20,6,17,104,4,4,3,1,70,10,17,110,5,5,6,1,71,3,1,"Field","Result Declared",1
710,12,14,3,4002,1,59,37,57,17,14,31,1,20,6,19,122,5,5,18,3,158,4,19,124,10,10,17,3,164,3,14,"Field","Result Declared",14
745,12,49,3,4030,18,49,16,23,17,14,18,1,20,6,4,31,3,3,6,3,62,7,3,20,2,2,3,4,41,1,14,"Field","No Result",20
749,12,53,3,4034,7,59,37,34,14,3,1,1,20,6,19,126,9,9,8,3,115,9,16,98,5,5,5,8,121,5,14,"Bat","Result Declared",3
755,12,\\N,5,4040,7,54,32,10,3,1,9,1,20,6,19,123,8,8,13,4,147,9,18,116,11,11,14,5,151,4,1,"Field","Result Declared",1
772,13,16,3,4552,18,61,15,49,3,9,33,1,20,6,19,122,2,2,18,14,228,4,19,127,13,13,12,14,210,8,9,"Field","Result Declared",3
777,13,21,3,4556,18,54,46,49,9,1,34,1,20,6,19,126,10,10,14,5,167,10,19,122,4,4,18,3,157,5,9,"Bat","Result Declared",9
521,9,4,3,2917,1,61,58,68,17,19,18,1,20,6,19,125,7,7,20,14,227,4,19,125,11,11,15,9,182,6,19,"Field","Result Declared",17
581,10,4,3,3278,15,61,54,30,7,15,15,1,20,6,18,122,10,10,11,9,164,4,19,125,6,6,11,7,163,6,7,"Field","Result Declared",7
594,10,17,3,3286,15,49,46,30,17,15,18,1,20,6,19,124,8,8,7,5,134,9,19,126,13,13,17,4,161,8,17,"Field","Result Declared",15
712,12,16,3,4004,15,14,30,46,3,19,1,1,20,6,19,122,5,5,9,4,129,8,18,114,11,11,14,2,131,5,19,"Field","Result Declared",19
795,13,39,3,4570,20,34,68,10,9,17,34,1,20,6,19,121,3,3,6,2,84,8,13,84,5,5,11,0,85,2,9,"Bat","Result Declared",17
798,13,42,3,4573,14,14,33,19,9,3,34,1,20,6,19,125,7,7,24,6,194,6,19,126,8,6,11,3,135,9,3,"Field","Result Declared",9
802,13,46,3,4575,18,33,46,49,9,7,33,1,20,6,19,123,6,6,12,8,149,9,18,114,3,3,14,7,150,2,7,"Field","Result Declared",7
807,13,51,3,4580,1,49,47,12,3,11,10,1,20,6,19,122,5,5,7,3,110,9,14,87,1,1,11,3,111,1,11,"Field","Result Declared",11
823,14,7,3,4746,20,49,10,68,3,14,39,1,20,6,19,124,5,5,20,0,147,8,19,119,3,3,12,7,150,7,14,"Field","Result Declared",14
846,14,30,3,4903,1,49,20,49,1,11,10,1,20,6,19,125,11,11,11,7,156,7,19,124,4,4,12,3,136,8,1,"Bat","Result Declared",1
854,14,38,3,4910,18,62,33,67,9,1,40,1,20,6,19,126,8,8,17,4,171,6,19,123,5,5,15,6,172,8,9,"Bat","Result Declared",1
866,14,50,3,4918,1,65,54,20,1,3,10,1,20,6,19,126,15,15,10,2,136,5,19,124,8,8,12,4,139,7,3,"Field","Result Declared",3
882,15,6,3,5095,14,59,38,28,9,17,8,1,20,6,18,115,6,6,11,7,128,10,19,121,14,14,11,5,132,7,17,"Field","Result Declared",17
893,15,17,3,5105,1,36,28,20,1,19,8,1,20,6,19,125,5,5,14,3,154,7,17,110,4,4,13,6,155,2,19,"Field","Result Declared",19
903,15,27,3,5112,1,34,29,38,17,3,39,1,20,6,19,126,10,10,19,8,189,5,19,124,5,5,11,10,173,7,3,"Field","Result Declared",17
908,15,32,3,5116,20,49,61,67,13,3,5,1,20,6,19,121,2,2,15,1,115,10,10,69,6,6,18,2,119,1,3,"Field","Result Declared",3
909,15,33,3,5117,18,61,32,23,11,1,8,1,20,6,19,123,5,5,12,5,155,7,19,127,8,8,11,8,156,7,1,"Field","Result Declared",1
917,15,41,3,5124,27,59,54,19,9,3,39,1,20,6,19,124,9,9,10,4,146,9,18,117,6,6,14,5,150,6,3,"Field","Result Declared",3
922,15,46,3,5127,18,67,54,46,1,19,21,1,20,6,19,123,9,9,15,10,202,2,19,123,5,5,11,11,189,6,19,"Field","Result Declared",1
923,15,47,3,5128,20,34,38,43,14,9,39,1,20,6,19,127,9,9,13,5,152,5,19,124,15,15,14,4,158,3,9,"Field","Result Declared",9
929,15,53,3,5133,18,61,54,35,10,9,21,1,20,6,19,122,4,4,11,10,176,7,14,89,3,3,8,6,101,10,9,"Field","Result Declared",10
930,15,54,3,5134,20,32,32,43,17,19,39,1,20,6,19,126,8,8,16,10,192,3,19,120,7,7,10,5,125,10,17,"Bat","Result Declared",17
931,15,55,3,5134,14,65,20,66,1,3,8,1,20,6,19,131,12,12,18,10,208,6,17,108,4,4,12,5,117,10,3,"Field","Result Declared",1
935,15,59,3,5138,20,59,29,33,1,11,39,1,20,6,15,104,15,15,9,3,97,10,14,94,10,10,11,2,103,5,11,"Field","Result Declared",11
941,15,65,3,5143,1,66,33,43,19,11,39,1,20,6,19,125,9,9,17,8,193,6,19,131,16,14,12,11,190,7,11,"Field","Result Declared",19
957,16,7,3,5465,27,49,21,70,3,6,1,1,20,6,19,125,15,15,14,6,162,8,18,115,8,8,15,5,163,4,6,"Field","Result Declared",6
982,16,32,3,5484,17,66,35,36,17,14,18,1,20,6,19,125,13,13,18,6,189,9,19,126,11,11,18,6,182,6,14,"Field","Result Declared",17
3,1,3,3,2,25,3,2,40,4,14,12,1,20,6,15,97,10,10,18,1,132,1,19,122,7,7,14,3,129,8,14,"Bat","Result Declared",4
12,1,12,3,9,1,10,52,44,17,14,18,1,20,6,19,124,6,6,12,7,135,8,17,105,3,3,22,2,138,3,14,"Field","Result Declared",14
15,1,15,3,11,1,12,53,63,17,1,18,1,20,6,19,124,7,7,14,5,165,10,19,123,4,4,17,8,178,5,1,"Bat","Result Declared",1
33,1,33,3,24,3,16,4,25,14,4,31,1,20,6,19,122,17,17,13,6,159,7,19,123,11,11,10,5,156,7,14,"Field","Result Declared",14
35,1,35,3,26,4,5,1,44,9,4,11,1,20,6,19,128,11,11,10,3,133,6,17,110,8,8,13,0,110,10,9,"Bat","Result Declared",9
147,3,32,3,716,7,52,25,63,1,14,19,1,20,6,19,122,6,6,20,17,246,5,19,125,15,15,20,13,223,5,1,"Bat","Result Declared",1
150,3,35,3,717,26,1,3,57,4,17,12,1,20,6,19,123,8,8,14,11,184,5,19,121,2,2,9,6,147,9,4,"Bat","Result Declared",4
29,1,29,3,21,3,15,1,44,9,17,11,1,20,6,15,98,5,5,13,5,129,7,15,99,6,6,15,2,124,4,9,"Bat","Result Declared",9
31,1,31,3,23,1,6,6,7,1,7,19,1,20,6,19,131,15,15,14,7,181,4,19,122,3,3,8,10,163,9,7,"Field","Result Declared",1
44,1,44,3,33,3,12,7,25,9,14,11,1,20,6,19,122,5,5,13,6,147,8,16,102,7,7,17,5,150,4,14,"Field","Result Declared",14
61,2,3,3,367,6,17,52,65,4,7,25,1,20,6,4,32,5,5,6,3,58,0,11,76,8,8,5,7,104,7,4,"Field","Result Declared",4
63,2,5,3,368,25,2,7,11,17,1,35,1,20,6,15,96,5,5,9,1,87,10,19,124,13,13,15,6,179,5,1,"Bat","Result Declared",1
87,2,31,3,383,1,14,26,44,4,9,17,1,20,6,18,116,8,8,17,2,157,1,19,124,4,4,14,4,154,3,9,"Bat","Result Declared",4
100,2,44,3,392,26,8,53,5,17,1,17,1,20,6,19,121,8,8,11,4,132,8,19,119,4,4,12,3,129,10,1,"Bat","Result Declared",17
106,2,50,3,395,1,21,55,44,4,14,26,1,20,6,19,124,5,5,11,2,150,3,19,127,13,13,13,1,136,9,4,"Bat","Result Declared",4
181,4,6,3,1089,26,14,25,45,9,2,11,1,20,6,19,123,10,10,20,3,163,4,19,124,9,9,13,5,154,8,9,"Bat","Result Declared",9
205,4,31,3,1105,9,1,1,9,12,1,8,1,20,6,19,124,5,5,11,6,141,6,19,123,8,8,9,5,145,2,12,"Bat","Result Declared",1
213,4,39,3,1109,7,20,2,63,1,2,19,1,20,6,19,124,9,9,13,6,165,5,19,123,5,5,10,5,146,8,1,"Bat","Result Declared",1
261,5,13,3,1456,12,14,58,61,1,17,19,1,20,6,19,124,5,5,15,11,208,5,19,130,16,16,14,12,205,8,17,"Bat","Result Declared",1
316,5,70,3,1493,9,22,31,53,12,9,36,1,20,6,19,124,10,10,1,2,102,8,19,122,7,7,12,2,136,4,9,"Bat","Result Declared",9
340,6,18,3,1823,7,22,2,30,14,7,31,1,20,6,19,119,9,9,17,0,126,4,18,116,10,10,12,2,124,10,14,"Field","Result Declared",14
452,7,54,3,2228,1,54,17,32,9,19,11,1,20,6,14,90,5,5,14,11,161,6,19,124,21,21,19,5,160,7,9,"Field","Result Declared",9
82,2,26,3,380,25,20,5,25,1,4,24,1,20,6,19,125,9,9,15,5,163,10,19,121,3,3,15,4,145,8,4,"Field","Result Declared",1
132,3,17,3,704,6,21,55,11,11,9,5,1,20,6,18,115,4,4,21,1,156,3,19,126,15,15,15,2,155,3,9,"Bat","Result Declared",11
134,3,19,3,706,2,14,53,45,7,14,27,1,20,6,19,119,6,6,13,4,152,10,19,127,10,10,21,3,183,5,7,"Field","Result Declared",14
184,4,10,3,1091,1,15,31,12,12,8,8,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Bat","Result Declared",12
290,5,44,3,1476,8,13,3,30,17,7,18,1,20,6,19,124,6,6,11,8,158,5,19,120,4,4,14,6,163,6,7,"Field","Result Declared",7
314,5,68,3,1492,1,48,10,11,2,14,28,1,20,6,18,119,9,9,10,3,128,5,19,124,7,7,10,2,126,8,14,"Bat","Result Declared",2
339,6,17,3,1823,10,29,57,15,9,19,11,1,20,6,19,124,8,8,22,4,180,4,19,123,12,12,7,3,132,7,9,"Bat","Result Declared",9
343,6,21,3,1825,10,29,57,15,17,4,18,1,20,6,19,128,4,4,12,7,167,7,19,130,5,5,18,3,163,7,17,"Field","Tie",20
398,6,\\N,2,1865,10,54,58,11,1,11,11,1,20,6,19,127,9,9,8,6,125,9,19,123,5,5,18,3,148,9,11,"Bat","Result Declared",11
410,7,12,3,2199,9,7,57,10,19,4,10,1,20,6,19,122,5,5,16,8,184,1,19,123,6,6,18,6,180,4,19,"Bat","Result Declared",19
443,7,45,3,2223,8,25,58,19,4,7,12,1,20,6,19,124,5,5,16,5,164,7,19,129,15,15,14,6,165,6,7,"Field","Result Declared",7
473,8,15,3,2558,15,29,54,57,14,1,29,1,20,6,18,111,1,1,12,6,157,2,19,123,6,6,18,3,156,4,1,"Bat","Result Declared",14
480,8,22,3,2563,15,49,57,10,14,17,29,1,20,6,19,123,4,4,10,3,130,9,16,97,5,5,10,4,134,1,17,"Field","Result Declared",17
486,8,29,3,2568,10,54,14,19,17,14,18,1,20,6,19,128,16,16,25,5,200,7,0,0,0,0,0,0,0,0,14,"Field","No Result",20
550,9,33,3,2940,10,38,30,61,4,16,12,1,20,6,19,127,8,8,11,6,162,7,19,121,11,11,11,6,166,3,16,"Field","Result Declared",16
586,10,9,3,3281,1,60,37,10,15,4,21,1,20,6,16,101,5,5,7,4,108,10,19,125,8,8,17,10,205,4,15,"Field","Result Declared",4
593,10,16,3,3286,14,62,21,10,11,5,39,1,20,6,19,125,13,13,11,8,177,4,19,126,11,11,13,6,176,4,11,"Field","Result Declared",11
653,11,17,3,3655,1,47,46,20,1,14,21,1,20,6,19,126,6,6,25,6,204,5,18,119,8,8,10,3,140,10,14,"Field","Result Declared",1
675,11,39,3,3672,7,55,32,68,19,17,28,1,20,6,19,126,9,9,14,3,146,10,19,123,5,5,13,3,141,6,17,"Field","Result Declared",19
681,11,45,3,3677,21,49,46,58,4,17,1,1,20,6,19,126,7,7,14,9,181,4,18,119,11,11,14,10,187,5,17,"Field","Result Declared",17
716,12,20,3,4007,14,55,10,47,17,3,18,1,20,6,19,124,5,5,8,7,149,8,18,120,12,12,18,3,152,6,3,"Field","Result Declared",3
792,13,36,3,4567,1,49,20,12,11,7,10,1,20,6,19,135,9,9,17,9,192,8,19,134,4,4,16,9,196,8,11,"Bat","Tie",20
406,7,8,3,2195,9,21,49,30,1,4,34,1,20,6,19,123,6,6,14,5,177,7,15,96,2,2,7,0,84,9,1,"Bat","Result Declared",1
600,10,23,3,3291,18,55,33,20,9,5,11,1,20,6,19,121,3,3,23,4,187,5,18,111,5,5,20,8,188,6,5,"Field","Result Declared",5
48,1,49,3,37,1,5,5,9,1,14,19,1,20,6,19,126,9,9,19,9,201,7,19,122,7,7,20,9,211,5,14,"Bat","Result Declared",14
228,4,54,3,1118,26,24,45,61,7,11,27,1,20,6,19,123,22,22,15,3,163,8,12,81,5,5,10,2,87,10,11,"Field","Result Declared",7
320,5,\\N,1,1497,10,18,3,58,1,11,18,1,20,6,19,123,5,5,23,6,187,5,19,126,11,11,14,5,149,9,11,"Field","Result Declared",1
377,6,55,3,1848,8,55,58,10,7,14,27,1,20,6,19,123,9,9,12,2,145,6,18,117,6,6,12,5,147,2,14,"Field","Result Declared",14
174,3,\\N,5,737,2,14,25,11,17,2,8,1,20,6,13,84,3,3,9,2,86,1,18,114,4,4,8,2,82,10,2,"Bat","Result Declared",17
175,3,\\N,2,738,2,14,25,11,1,11,8,1,20,6,19,124,11,11,11,8,168,5,19,125,12,12,12,5,146,9,1,"Bat","Result Declared",1
222,4,48,3,1115,12,19,1,12,9,1,11,1,20,6,9,63,4,4,7,0,61,2,19,123,6,6,6,2,114,4,1,"Bat","Result Declared",9
224,4,50,3,1116,7,2,2,55,17,8,18,1,20,6,13,82,5,5,14,6,128,1,19,129,10,10,12,0,125,9,8,"Bat","Result Declared",17
241,4,67,3,1129,9,8,1,13,7,2,14,1,20,6,18,116,4,4,12,4,116,10,19,123,16,16,19,4,198,2,7,"Field","Result Declared",2
267,5,19,3,1460,10,25,3,45,11,4,39,1,20,6,19,120,9,9,10,1,92,10,14,95,11,11,7,1,93,3,4,"Field","Result Declared",4
417,7,19,3,2203,9,25,2,54,9,14,34,1,20,6,19,133,12,12,12,3,163,10,19,129,5,5,18,1,163,5,14,"Bat","Tie",20
483,8,26,3,2565,9,49,57,10,4,17,12,1,20,6,18,116,8,8,8,1,95,10,10,65,2,2,12,4,99,0,17,"Field","Result Declared",17
489,8,32,3,2570,8,34,58,59,11,14,39,1,20,6,19,125,9,9,18,6,187,5,19,128,12,12,15,5,179,7,14,"Field","Result Declared",11
504,8,47,3,2579,11,34,57,59,1,14,19,1,20,6,19,123,8,8,14,5,157,5,19,124,6,6,11,3,145,9,1,"Bat","Result Declared",1
522,9,5,3,2918,14,54,20,10,9,11,11,1,20,6,19,127,10,10,11,8,187,5,19,119,10,10,17,9,188,4,11,"Field","Result Declared",11
534,9,17,3,2928,14,59,10,30,4,11,12,1,20,6,19,129,12,12,12,5,164,4,19,122,3,3,15,4,154,7,11,"Field","Result Declared",4
536,9,19,3,2929,16,61,22,32,5,17,30,1,20,6,19,124,14,14,15,5,182,4,19,122,3,3,18,4,180,2,17,"Bat","Result Declared",5
639,11,3,3,3643,18,14,60,30,17,9,11,1,20,6,19,121,6,6,14,10,176,7,18,123,13,13,15,9,177,6,9,"Field","Result Declared",9
672,11,36,3,3670,7,62,32,59,4,19,28,1,20,6,19,122,3,3,11,6,163,5,19,124,6,6,9,7,164,3,4,"Bat","Result Declared",19
720,12,24,3,4010,14,55,10,47,7,11,39,1,20,6,19,125,7,7,13,13,197,4,19,127,12,12,15,11,198,7,11,"Field","Result Declared",11
729,12,33,3,4017,21,54,34,23,1,19,28,1,20,6,19,123,7,7,11,3,132,5,16,104,3,3,14,3,137,4,1,"Bat","Result Declared",19
747,12,51,3,4032,14,60,59,10,11,19,39,1,20,6,19,125,8,8,15,7,171,5,19,126,3,3,16,6,170,8,11,"Bat","Tie",20
296,5,50,3,1480,8,26,58,32,17,2,18,1,20,6,18,117,6,6,17,9,185,5,19,123,6,6,15,9,181,2,17,"Field","Result Declared",17
297,5,51,3,1481,7,18,14,10,4,9,12,1,20,6,19,123,14,14,13,4,153,9,18,119,16,16,15,1,154,4,4,"Bat","Result Declared",9
326,6,4,3,1815,7,49,62,30,4,14,12,1,20,6,19,126,11,11,14,3,160,6,19,122,9,9,14,5,165,7,14,"Bat","Result Declared",14
341,6,19,3,1824,11,19,1,54,1,12,19,1,20,6,19,122,2,2,10,3,135,8,19,122,8,8,16,5,159,5,12,"Bat","Result Declared",12
431,7,33,3,2214,8,32,58,15,11,1,39,1,20,6,19,124,5,5,10,8,157,6,19,122,11,11,13,6,160,6,1,"Field","Result Declared",1
429,7,31,3,2213,7,33,10,39,17,7,18,1,20,6,19,124,6,6,13,9,166,9,19,131,15,15,20,7,198,8,17,"Field","Result Declared",7
460,8,2,3,2548,14,57,49,15,1,4,19,1,20,6,19,123,14,14,13,3,150,7,19,125,5,5,15,2,149,9,4,"Field","Result Declared",1
567,9,50,3,2953,14,35,46,57,17,7,18,1,20,6,14,97,8,8,19,16,211,3,13,89,6,6,12,4,120,9,7,"Field","Result Declared",17
599,10,22,3,3290,7,49,57,30,7,11,15,1,20,6,19,127,12,12,17,9,198,4,15,98,8,8,13,15,199,2,11,"Field","Result Declared",11
83,2,27,3,381,2,52,31,52,7,9,35,1,20,6,19,126,10,10,13,4,154,4,19,123,7,7,16,3,153,3,9,"Bat","Result Declared",7
233,4,59,3,1122,26,18,10,45,11,2,39,1,20,6,19,128,18,18,8,4,125,8,19,121,7,7,9,4,135,6,2,"Bat","Result Declared",2
413,7,15,3,2200,7,54,58,49,9,7,34,1,20,6,18,115,10,10,10,1,109,10,19,122,5,5,12,2,132,9,9,"Field","Result Declared",7
622,10,46,3,3307,7,34,37,30,17,9,18,1,20,6,19,122,3,3,11,6,158,6,15,94,6,6,12,10,159,4,9,"Field","Result Declared",9
629,10,53,3,3313,15,36,54,20,5,19,13,1,20,6,19,118,6,6,15,6,154,10,18,110,4,4,23,0,158,2,19,"Field","Result Declared",19
464,8,6,3,2551,9,55,18,33,4,14,12,1,20,6,19,127,9,9,12,10,184,3,19,125,6,6,15,8,186,7,14,"Field","Result Declared",14
533,9,16,3,2927,15,61,33,68,16,17,21,1,20,6,19,126,7,7,16,4,172,9,19,128,12,12,14,6,185,3,16,"Field","Result Declared",17
609,10,33,3,3298,16,36,20,59,7,19,27,1,20,6,19,121,5,5,25,4,181,9,19,122,3,3,19,7,207,3,7,"Field","Result Declared",19
625,10,49,3,3309,1,62,21,10,7,9,27,1,20,6,19,126,12,12,13,5,167,6,19,122,4,4,14,4,153,6,9,"Field","Result Declared",7
642,11,6,3,3646,1,47,46,20,14,4,31,1,20,6,17,109,3,3,11,6,153,5,5,37,3,3,7,2,60,4,4,"Field","Result Declared",14
644,11,8,3,3648,18,54,60,10,7,17,18,1,20,6,19,119,6,6,12,6,155,10,19,118,4,4,16,5,159,6,17,"Field","Result Declared",17
673,11,37,3,3671,18,49,60,58,11,9,39,1,20,6,19,125,6,6,18,7,181,4,19,121,9,9,21,5,168,6,9,"Field","Result Declared",11
689,11,53,3,3684,7,54,32,68,14,17,31,1,20,6,19,124,5,5,11,6,164,5,19,117,3,3,15,2,134,10,14,"Bat","Result Declared",14
703,12,7,3,3997,14,36,59,10,11,17,18,1,20,6,19,125,10,10,17,9,187,8,19,123,5,5,15,9,181,5,17,"Field","Result Declared",11
724,12,28,3,4013,21,30,10,23,7,17,27,1,20,6,19,125,7,7,15,8,173,4,19,117,1,1,21,2,174,2,17,"Field","Result Declared",17
728,12,32,3,4016,7,14,54,15,7,14,27,1,20,6,19,123,16,12,9,11,182,6,19,126,10,10,10,5,170,7,14,"Field","Result Declared",7
740,12,44,3,4026,18,25,54,16,11,1,19,1,20,6,19,123,4,4,13,6,155,4,17,112,7,7,7,3,109,10,1,"Field","Result Declared",11
748,12,52,3,4033,1,61,32,30,7,9,27,1,20,6,19,121,3,3,15,8,183,6,17,113,7,7,16,9,185,3,9,"Field","Result Declared",9
756,12,\\N,2,4042,1,30,34,20,11,1,28,1,20,6,19,123,3,3,9,9,149,8,19,124,9,9,12,6,148,7,11,"Bat","Result Declared",11
775,13,19,3,4554,21,23,20,47,3,17,10,1,20,6,19,126,10,10,18,7,196,4,19,126,11,11,11,2,137,9,17,"Field","Result Declared",3
785,13,29,3,4562,1,59,54,12,1,19,10,1,20,6,19,122,5,5,12,9,167,6,19,126,6,6,13,2,147,8,1,"Bat","Result Declared",1
786,13,30,3,4563,1,38,54,20,3,14,10,1,20,6,19,128,10,10,11,5,161,7,19,124,5,5,14,4,148,8,3,"Bat","Result Declared",3
660,11,24,3,3660,16,49,16,68,17,1,18,1,20,6,19,124,8,8,9,16,205,8,19,127,11,11,9,17,207,5,1,"Field","Result Declared",1
766,13,10,3,4547,1,49,20,12,17,11,10,1,20,6,19,129,10,10,19,10,212,3,19,131,6,6,7,16,208,6,11,"Field","Tie",20
799,13,43,3,4573,1,59,37,12,7,19,10,1,20,6,19,125,7,7,7,2,126,7,19,123,4,4,12,2,114,10,19,"Field","Result Declared",7
815,13,\\N,5,4588,14,54,12,10,3,19,34,1,20,6,19,125,8,8,16,5,189,3,19,125,6,6,12,9,172,8,3,"Bat","Result Declared",3
818,14,2,3,4741,14,14,54,68,1,3,39,1,20,6,19,123,10,10,16,10,188,7,18,116,4,4,24,5,190,3,3,"Field","Result Declared",3
829,14,13,3,4751,18,37,30,33,11,3,19,1,20,6,19,120,5,5,10,4,137,9,19,121,10,10,14,1,138,4,11,"Bat","Result Declared",3
833,14,17,3,4754,18,65,30,20,11,13,19,1,20,6,19,122,6,6,8,4,131,6,17,110,4,4,12,6,132,1,13,"Field","Result Declared",13
834,14,18,3,4755,14,23,28,10,9,14,39,1,20,6,19,126,9,9,9,5,133,9,18,120,14,14,13,2,134,4,14,"Field","Result Declared",14
851,14,35,3,4908,1,67,54,20,17,1,33,1,20,6,19,122,5,5,11,6,156,6,18,113,5,5,13,7,157,4,1,"Field","Result Declared",1
856,14,40,3,4911,1,56,46,28,14,19,10,1,20,6,19,123,7,7,14,5,164,5,18,119,17,17,16,4,167,3,14,"Bat","Result Declared",19
896,15,20,3,5106,1,32,54,67,14,10,39,1,20,6,19,126,9,9,10,10,165,6,19,124,5,5,13,6,162,8,10,"Field","Result Declared",14
927,15,51,3,5132,14,28,38,70,11,6,5,1,20,6,19,125,7,7,14,8,177,6,19,121,4,4,18,6,172,5,6,"Field","Result Declared",11
936,15,60,3,5139,1,66,38,43,13,17,5,1,20,6,19,124,7,7,16,14,209,9,19,128,10,10,13,5,155,9,17,"Field","Result Declared",13
959,16,9,3,5467,20,59,50,68,9,17,11,1,20,6,19,129,23,23,18,9,204,7,17,107,6,6,12,4,123,10,17,"Field","Result Declared",9
962,16,12,3,5469,27,49,33,56,11,1,39,1,20,6,19,125,8,8,15,4,157,8,18,114,10,10,14,5,159,3,1,"Field","Result Declared",1
971,16,21,3,5476,20,39,24,68,10,13,4,1,20,6,19,128,17,12,11,6,159,8,19,122,7,7,16,6,161,8,13,"Field","Result Declared",13
979,16,29,3,5482,20,59,24,68,19,1,19,1,20,6,19,122,4,4,11,2,134,7,18,112,2,2,16,1,138,3,1,"Field","Result Declared",1
983,16,33,3,5484,20,62,20,67,1,9,11,1,20,6,19,123,3,3,14,18,235,4,19,129,10,10,14,12,186,8,9,"Field","Result Declared",1
987,16,37,3,5488,14,47,48,47,14,1,31,1,20,6,19,124,11,11,21,6,202,5,19,121,2,2,13,7,170,6,14,"Bat","Result Declared",14
1013,16,63,3,5507,24,34,54,21,10,11,4,1,20,6,19,125,10,10,6,11,177,4,19,131,20,15,12,7,172,5,11,"Field","Result Declared",10
1020,16,70,3,5512,1,39,20,68,17,6,18,1,20,6,19,125,7,7,25,3,197,5,19,123,19,19,15,10,198,4,6,"Field","Result Declared",6
1030,17,6,3,5821,14,28,54,36,13,18,18,1,20,6,19,125,8,8,15,8,176,6,19,123,18,18,18,6,178,6,18,"Field","Result Declared",18
1051,17,27,3,5840,18,40,54,67,13,14,20,1,20,6,19,125,8,8,9,6,147,8,19,122,3,3,12,5,152,7,14,"Field","Result Declared",14
1066,17,42,3,5853,24,41,54,47,9,13,11,1,20,6,19,131,13,13,22,18,261,6,18,116,6,6,15,24,262,2,13,"Field","Result Declared",13
1071,17,47,3,5856,18,42,28,67,3,9,11,1,20,6,19,126,13,13,16,5,153,9,16,102,6,4,16,7,157,3,3,"Bat","Result Declared",9
1088,17,65,3,5872,20,49,66,36,14,13,3,1,20,6,19,121,2,2,18,2,144,9,18,114,1,1,13,6,145,5,14,"Bat","Result Declared",13
826,14,10,3,4749,18,34,30,20,17,9,19,1,20,6,19,128,8,8,22,7,204,4,19,123,4,4,14,9,166,8,17,"Bat","Result Declared",17
1023,16,\\N,5,5517,1,40,20,61,6,11,22,1,20,6,19,127,10,10,18,13,233,3,18,115,7,7,17,7,171,10,11,"Field","Result Declared",6
1044,17,20,3,5834,21,61,58,23,11,3,39,1,20,6,19,129,14,14,19,14,234,5,19,122,3,3,18,11,205,8,3,"Field","Result Declared",11
13,1,13,3,10,3,26,25,69,7,4,27,1,20,6,19,123,9,9,19,3,162,6,19,125,11,11,18,2,158,8,4,"Bat","Result Declared",7
14,1,14,3,10,2,11,1,9,11,2,8,1,20,6,19,125,11,11,14,5,154,7,11,77,9,9,13,11,155,0,2,"Field","Result Declared",2
16,1,16,3,12,2,50,3,6,9,11,11,1,20,6,19,125,13,13,15,3,137,8,18,118,15,15,17,2,138,3,9,"Bat","Result Declared",11
18,1,18,3,14,3,4,25,40,14,9,31,1,20,6,19,127,14,14,22,5,196,7,19,122,12,12,8,6,151,10,14,"Bat","Result Declared",14
34,1,34,3,25,5,44,53,69,7,17,27,1,20,6,15,97,9,9,12,7,144,1,19,124,15,15,13,2,143,8,17,"Bat","Result Declared",7
38,1,38,3,29,3,6,53,5,11,9,39,1,20,6,5,38,10,10,8,3,68,2,15,98,8,8,7,1,67,10,11,"Field","Result Declared",11
42,1,42,3,31,2,6,53,5,2,11,28,1,20,6,19,124,8,8,13,6,153,7,19,128,20,20,17,6,178,7,2,"Field","Result Declared",11
49,1,50,3,37,5,52,3,8,4,11,12,1,20,6,19,120,3,3,20,6,179,5,19,127,9,9,18,7,176,8,4,"Field","Result Declared",4
52,1,53,3,39,5,8,3,8,14,11,31,1,20,6,19,126,16,16,11,2,146,5,19,127,13,13,14,1,145,7,14,"Field","Result Declared",14
59,2,1,3,366,25,2,53,8,1,11,25,1,20,6,19,123,9,9,10,6,146,7,19,121,3,3,19,3,165,7,1,"Field","Result Declared",11
68,2,11,3,372,26,18,53,64,17,7,17,1,20,6,19,123,8,8,16,5,168,9,18,119,13,13,10,7,173,3,17,"Bat","Result Declared",7
